sample_id,pair_id,row_index,chunk_index,chunk_total,frame_start,frame_end,frame_ids,sheet_path,video_path,target_concept,expected_effect,prompt
case_053,v2_fracture_damage_small_hammer_a_visible_chip_and_hairline_crack_ap_bright_039,53,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/053_case_053_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_053/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9153.mp4,small hammer,a visible chip and hairline crack appear,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a plain white ceramic plate, with no pre-existing chip or crack. A clearly visible small hammer enters the frame and remains visible before contact. The small hammer strikes the plate edge only after the visible contact moment, causing a visible chip and hairline crack appear; the effect begins only after contact and remains visible for several frames."
case_054,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_plain_040,54,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/054_case_054_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_054/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9154.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab in the middle of the clip, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_054,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_plain_040,54,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/054_case_054_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_054/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9154.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab in the middle of the clip, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_054,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_plain_040,54,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/054_case_054_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_054/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9154.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab in the middle of the clip, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_054,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_plain_040,54,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/054_case_054_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_054/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9154.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab in the middle of the clip, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_054,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_plain_040,54,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/054_case_054_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_054/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9154.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab in the middle of the clip, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_055,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_slow_041,55,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/055_case_055_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_055/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9155.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after a short still beginning, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_055,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_slow_041,55,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/055_case_055_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_055/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9155.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after a short still beginning, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_055,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_slow_041,55,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/055_case_055_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_055/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9155.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after a short still beginning, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_055,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_slow_041,55,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/055_case_055_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_055/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9155.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after a short still beginning, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_055,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_slow_041,55,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/055_case_055_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_055/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9155.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after a short still beginning, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_056,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_top_042,56,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/056_case_056_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_056/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9156.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after the surface is shown clean, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_056,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_top_042,56,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/056_case_056_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_056/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9156.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after the surface is shown clean, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
case_056,v2_fracture_damage_marble_ball_a_round_dent_and_branching_cracks_ap_top_042,56,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_8shards_20260701_132733/shard_01_start038_limit038/chunk_sheets/056_case_056_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_056/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9156.mp4,marble ball,a round dent and branching cracks appear,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a brittle plaster slab, with no pre-existing dent or crack. A clearly visible marble ball enters the frame and remains visible before contact. The marble ball drops onto the slab after the surface is shown clean, causing a round dent and branching cracks appear; the effect begins only after contact and remains visible for several frames."
